User,Transaction,Tag
User2,BIL/SHOPPERS STOP /202316502712/810054/BANGALORE,Shopping
User17,BIL/OYO ROOMS /202341835803/250118/BANGALORE,Travel
User7,POS/INDIGO /202307528337/627232/BANGALORE,Travel
User1,ME DC SI/BARBEQUE NATION /202342180778/343832/BANGALORE,Food
User4,MPS/ZEE5 /202372803072/252122/BANGALORE,Subscription
User1,BIL XXXXXXXXXXXXXXX DISNEY+ HOTSTAR /202371302057/126946/BANGALORE,Subscription
User17,MPS XXXXXXXXXXX MEGHNA FOODS /202349787826/483642/BANGALORE,Food
User6,BIL XXXXXXXXXX NARAYANA HEALTH /202336340190/978812/BANGALORE,Medical
User2,MPS XXXXXXXXXXXX GOIBIBO /202352035509/910421/BANGALORE,Travel
User18,POS/APOLLO PHARMACY /202383403173/270886/BANGALORE,Medical
User12,POS XXXXXXXXXXXXX RAVI MEDICINE /202324945180/807202/BANGALORE,Medical
User6,ME DC SI XXXXXXXXXXXX BIG BAZAAR /202338130912/576086/BANGALORE,Shopping
User7,BIL/RELIANCE DIGITAL /202384368782/195077/BANGALORE,Shopping
User10,ME DC SI/TINDER /202344691507/810007/BANGALORE,Subscription
User15,BIL XXXXXXXXXXXXX OYO ROOMS /202343631573/108256/BANGALORE,Travel
User4,BIL XXXXXXXXXX SONY LIV /202389519546/766099/BANGALORE,Subscription
User11,ME DC SI/SONY LIV /202328066755/559527/BANGALORE,Subscription
User15,ME DC SI XXXXXXXXXXXX AMAZON /202353825784/652530/BANGALORE,Shopping
User20,POS XXXXXXXXXXXXXXX NARAYANA HEALTH /202313704064/484398/BANGALORE,Medical
User6,BIL/IKEA /202348897556/329856/BANGALORE,Shopping
User4,POS/MEDPLUS /202355430761/764006/BANGALORE,Medical
User9,MPS/PANTALOONS /202392014811/114247/BANGALORE,Shopping
User8,ME DC SI XXXXXXXXXX GOIBIBO /202380131378/675904/BANGALORE,Travel
User20,ME DC SI XXXXXXXXXXX MAKEMYTRIP /202399055493/812073/BANGALORE,Travel
User10,MPS XXXXXXXXXXXX RELIANCE DIGITAL /202329231252/202820/BANGALORE,Shopping
User2,ME DC SI/MEDPLUS /202340161176/448199/BANGALORE,Medical
User18,MPS XXXXXXXXXXXXX TINDER /202331763898/671337/BANGALORE,Subscription
User7,MPS XXXXXXXXXXXX SPICEJET /202341037492/218120/BANGALORE,Travel
User14,POS/MEDPLUS /202397220365/828717/BANGALORE,Medical
User19,ME DC SI XXXXXXXXXXX COLUMBIA ASIA /202303805729/715911/BANGALORE,Medical
User2,BIL XXXXXXXXXXX BOOKING.COM /202361284997/133818/BANGALORE,Travel
User5,POS XXXXXXXXXXXXX ZEE5 /202312081121/351545/BANGALORE,Subscription
User1,MPS/SARAVANA BHAVAN /202306701144/415446/BANGALORE,Food
User1,POS/HALDIRAMS /202314878937/206759/BANGALORE,Food
User18,BIL/NETMEDS /202345232487/695695/BANGALORE,Medical
User19,MPS XXXXXXXXXXX BURGER KING /202329214301/304094/BANGALORE,Food
User16,ME DC SI/HOTSTAR /202351300454/701466/BANGALORE,Subscription
User18,BIL/ZEE5 /202358924133/155325/BANGALORE,Subscription
User18,MPS/ARUN MEDICAL /202322067114/532973/BANGALORE,Medical
User10,MPS XXXXXXXXXXXXXX OYO ROOMS /202342481921/437919/BANGALORE,Travel
User16,BIL/FORTIS /202389412118/451105/BANGALORE,Medical
User18,POS/BIG BAZAAR /202318939466/360389/BANGALORE,Shopping
User12,POS XXXXXXXXXX MEDANTA /202358920562/960876/BANGALORE,Medical
User2,POS XXXXXXXXXXXXXX FABINDIA /202312502055/347575/BANGALORE,Shopping
User15,MPS XXXXXXXXXXXXXXX GOIBIBO /202305381010/800289/BANGALORE,Travel
User19,MPS XXXXXXXXXXXX SHOPPERS STOP /202348571500/663600/BANGALORE,Shopping
User11,BIL/AIR INDIA /202340871142/342668/BANGALORE,Travel
User13,POS/TINDER /202322017777/151744/BANGALORE,Subscription
User14,ME DC SI XXXXXXXXXXXXXXX RELIANCE DIGITAL /202305052674/114580/BANGALORE,Shopping
User12,POS XXXXXXXXXXXXXX COLUMBIA ASIA /202393395614/682582/BANGALORE,Medical
User11,ME DC SI XXXXXXXXXXXXXX GOIBIBO /202340014046/354561/BANGALORE,Travel
User6,ME DC SI XXXXXXXXXXX PANTALOONS /202318963891/559689/BANGALORE,Shopping
User1,POS XXXXXXXXXXXX FABINDIA /202327100288/504804/BANGALORE,Shopping
User2,ME DC SI XXXXXXXXXXXXXXX MEDANTA /202358008728/275246/BANGALORE,Medical
User7,POS XXXXXXXXXXXXX DECATHLON /202345846695/479286/BANGALORE,Shopping
User12,MPS/RELIANCE DIGITAL /202342020754/926162/BANGALORE,Shopping
User9,POS/SARAVANA BHAVAN /202374609216/746665/BANGALORE,Food
User14,POS XXXXXXXXXXXXXX MEDANTA /202342378298/577301/BANGALORE,Medical
User7,ME DC SI XXXXXXXXXXXXXXX NETFLIX /202318348433/727521/BANGALORE,Subscription
User5,MPS/NARAYANA HEALTH /202399916918/518436/BANGALORE,Medical
User2,ME DC SI/MANOJ SWEETS /202335674965/913150/BANGALORE,Food
User20,MPS/ALT BALAJI /202387855786/976061/BANGALORE,Subscription
User2,MPS/KARIM’S /202323774292/370800/BANGALORE,Food
User7,MPS XXXXXXXXXXX TRIVAGO /202326324431/641067/BANGALORE,Travel
User20,MPS/BARBEQUE NATION /202397376283/903366/BANGALORE,Food
User2,POS/APOLLO PHARMACY /202395502095/538084/BANGALORE,Medical
User8,BIL XXXXXXXXXXXXXXX RELIANCE DIGITAL /202359720739/950518/BANGALORE,Shopping
User6,MPS XXXXXXXXXXXXXXX MEDANTA /202315870773/154505/BANGALORE,Medical
User9,MPS/DISNEY+ HOTSTAR /202368545709/238778/BANGALORE,Subscription
User16,POS/MEDANTA /202304952449/665502/BANGALORE,Medical
User4,POS XXXXXXXXXXXXXXX SPICEJET /202354011945/498242/BANGALORE,Travel
User18,BIL/BOOKING.COM /202302101566/418524/BANGALORE,Travel
User8,MPS/BURGER KING /202388104962/179806/BANGALORE,Food
User1,MPS XXXXXXXXXXX NARAYANA HEALTH /202376731134/448216/BANGALORE,Medical
User10,ME DC SI XXXXXXXXXXXX NETMEDS /202371402090/709491/BANGALORE,Medical
User1,BIL/AIR INDIA /202386115371/661707/BANGALORE,Travel
User12,POS/FORTIS /202367171138/562869/BANGALORE,Medical
User7,BIL XXXXXXXXXXXXXX IKEA /202385221009/148344/BANGALORE,Shopping
User12,POS XXXXXXXXXXXXXXX APOLLO PHARMACY /202395657295/876569/BANGALORE,Medical
User3,POS XXXXXXXXXXXXXX ARUN MEDICAL /202351569773/515534/BANGALORE,Medical
User10,MPS/BUMBLE /202366717719/500928/BANGALORE,Subscription
User17,BIL XXXXXXXXXXXXX MAKEMYTRIP /202350509020/788590/BANGALORE,Travel
User7,ME DC SI/ESHA SWEETS /202308888033/343789/BANGALORE,Food
User10,ME DC SI/TRIVAGO /202310880583/940702/BANGALORE,Travel
User1,POS XXXXXXXXXXXX MCDONALDS /202398799178/860596/BANGALORE,Food
User4,MPS/ALT BALAJI /202350449481/802452/BANGALORE,Subscription
User12,ME DC SI XXXXXXXXXXXXX ALT BALAJI /202318471150/213220/BANGALORE,Subscription
User17,ME DC SI XXXXXXXXXXXXX RAVI MEDICINE /202328425804/582126/BANGALORE,Medical
User10,MPS/MANIS DUM BIRYANI /202308211861/760003/BANGALORE,Food
User16,ME DC SI XXXXXXXXXX NETFLIX /202377786781/144886/BANGALORE,Subscription
User13,MPS XXXXXXXXXXX GAANA /202398549348/555108/BANGALORE,Subscription
User2,MPS XXXXXXXXXXXXX ARUN MEDICAL /202332544408/334459/BANGALORE,Medical
User8,MPS XXXXXXXXXXXXXX SPICEJET /202337351699/364237/BANGALORE,Travel
User17,POS/ZEE5 /202344112843/251904/BANGALORE,Subscription
User8,BIL XXXXXXXXXXXXXX MAKEMYTRIP /202392602063/881995/BANGALORE,Travel
User5,MPS XXXXXXXXXXXX AIIMS /202322395135/105051/BANGALORE,Medical
User3,ME DC SI/YATRA /202356678302/970106/BANGALORE,Travel
User4,BIL/NETMEDS /202380014298/683804/BANGALORE,Medical
User17,POS/HALDIRAMS /202394167146/399917/BANGALORE,Food
User18,MPS XXXXXXXXXXXXX AIR INDIA /202334012599/238595/BANGALORE,Travel
User11,ME DC SI/SPICEJET /202310911936/855031/BANGALORE,Travel
User17,POS/AIIMS /202386792939/886036/BANGALORE,Medical
User11,ME DC SI/MEGHNA FOODS /202360093768/647844/BANGALORE,Food
User12,MPS/IKEA /202337608460/616266/BANGALORE,Shopping
User2,BIL/AIR INDIA /202301054436/753124/BANGALORE,Travel
User7,BIL/ZEE5 /202393071187/586324/BANGALORE,Subscription
User11,MPS/MCDONALDS /202305933840/875627/BANGALORE,Food
User15,BIL/MCDONALDS /202305559349/175834/BANGALORE,Food
User3,BIL XXXXXXXXXX INDIGO /202358289099/433862/BANGALORE,Travel
User10,POS/RAVI MEDICINE /202381136776/242856/BANGALORE,Medical
User5,POS/GOIBIBO /202355414358/608863/BANGALORE,Travel
User6,MPS XXXXXXXXXXX IRCTC /202335927567/202611/BANGALORE,Travel
User2,ME DC SI/OYO ROOMS /202317943657/736191/BANGALORE,Travel
User16,MPS/VODAFONE RED /202302542717/834223/BANGALORE,Subscription
User17,MPS/FABINDIA /202382313704/241587/BANGALORE,Shopping
User17,POS/MEDANTA /202397372366/104604/BANGALORE,Medical
User2,MPS XXXXXXXXXXXX PARADISE BIRYANI /202323800452/961913/BANGALORE,Food
User20,BIL XXXXXXXXXXXX COLUMBIA ASIA /202377429054/930113/BANGALORE,Medical
User16,POS/IKEA /202395443456/248095/BANGALORE,Shopping
User17,ME DC SI XXXXXXXXXXXXXX SPOTIFY /202374535349/121027/BANGALORE,Subscription
User14,POS XXXXXXXXXXX GOIBIBO /202375817510/909916/BANGALORE,Travel
User10,POS/ALT BALAJI /202348466484/368306/BANGALORE,Subscription
User7,MPS/SHOPPERS STOP /202388270341/825704/BANGALORE,Shopping
User10,MPS XXXXXXXXXXXXX SARAVANA BHAVAN /202310306763/631638/BANGALORE,Food
User13,ME DC SI/AIIMS /202304558522/181667/BANGALORE,Medical
User11,ME DC SI XXXXXXXXXXXXXXX HALDIRAMS /202396330261/229305/BANGALORE,Food
User8,ME DC SI XXXXXXXXXX NARAYANA HEALTH /202384397090/721667/BANGALORE,Medical
User19,MPS/SONY LIV /202380451082/773076/BANGALORE,Subscription
User15,MPS/NAGARJUNA BIRYANI /202316844099/799753/BANGALORE,Food
User12,POS XXXXXXXXXXXXXX BIG BAZAAR /202361695256/882565/BANGALORE,Shopping
User20,POS/GAANA /202365439063/916949/BANGALORE,Subscription
User7,POS/AMAZON /202326464548/868981/BANGALORE,Shopping
User6,ME DC SI XXXXXXXXXXXXX YATRA /202322957697/334323/BANGALORE,Travel
User15,BIL XXXXXXXXXXXX RAVI MEDICINE /202316138856/202799/BANGALORE,Medical
User13,BIL/BIG BAZAAR /202385877304/905782/BANGALORE,Shopping
User8,MPS XXXXXXXXXXXX TANISHQ /202322512513/910963/BANGALORE,Shopping
User9,MPS/BUMBLE /202384382753/224911/BANGALORE,Subscription
User7,ME DC SI XXXXXXXXXX OYO ROOMS /202300671526/100099/BANGALORE,Travel
User14,POS XXXXXXXXXXXX PANTALOONS /202381696852/790182/BANGALORE,Shopping
User3,BIL XXXXXXXXXXXX MAKEMYTRIP /202348492023/679828/BANGALORE,Travel
User8,POS XXXXXXXXXXX AIR INDIA /202332667380/751994/BANGALORE,Travel
User8,ME DC SI XXXXXXXXXXXXX MAX HEALTHCARE /202371675199/881995/BANGALORE,Medical
User8,ME DC SI XXXXXXXXXXXXXX TRIVAGO /202340846534/621196/BANGALORE,Travel
User4,ME DC SI/DISNEY+ HOTSTAR /202358527100/400485/BANGALORE,Subscription
User16,ME DC SI XXXXXXXXXXX ARUN MEDICAL /202361780336/212290/BANGALORE,Medical
User8,POS XXXXXXXXXX OYO ROOMS /202300368946/141354/BANGALORE,Travel
User5,ME DC SI/MEDPLUS /202308421148/770003/BANGALORE,Medical
User6,POS/SARAVANA BHAVAN /202320060205/307118/BANGALORE,Food
User2,POS XXXXXXXXXXXX IKEA /202340944549/154626/BANGALORE,Shopping
User11,ME DC SI/APOLLO PHARMACY /202390004706/543892/BANGALORE,Medical
User3,ME DC SI/APOLLO PHARMACY /202354077293/136990/BANGALORE,Medical
User7,POS XXXXXXXXXXXX ALT BALAJI /202385702579/994141/BANGALORE,Subscription
User9,MPS XXXXXXXXXXXXX AIR INDIA /202397144140/403010/BANGALORE,Travel
User13,MPS XXXXXXXXXXX GOIBIBO /202394935301/468942/BANGALORE,Travel
User20,POS/SPICEJET /202339042086/667003/BANGALORE,Travel
User11,POS/IKEA /202369780263/272559/BANGALORE,Shopping
User11,POS/PARADISE BIRYANI /202395428421/148967/BANGALORE,Food
User6,MPS XXXXXXXXXXX NETMEDS /202353960245/829471/BANGALORE,Medical
User4,POS XXXXXXXXXXXX NETMEDS /202388256435/843608/BANGALORE,Medical
User18,MPS XXXXXXXXXXXXXXX DECATHLON /202380295754/581270/BANGALORE,Shopping
User19,ME DC SI XXXXXXXXXXX DECATHLON /202308067833/938963/BANGALORE,Shopping
User7,BIL/TANISHQ /202359517268/947105/BANGALORE,Shopping
User13,POS/BURGER KING /202325690727/894368/BANGALORE,Food
User7,BIL/FORTIS /202320635977/810634/BANGALORE,Medical
User9,POS/DECATHLON /202333576625/542050/BANGALORE,Shopping
User17,MPS/DECATHLON /202385613800/877499/BANGALORE,Shopping
User11,BIL/BURGER KING /202373793982/947602/BANGALORE,Food
User18,BIL/YATRA /202342747456/470036/BANGALORE,Travel
User19,POS XXXXXXXXXXXX NAGARJUNA BIRYANI /202374170659/672432/BANGALORE,Food
User7,MPS/NETMEDS /202373363141/658141/BANGALORE,Medical
User14,ME DC SI/NETMEDS /202387879613/107585/BANGALORE,Medical
User13,BIL XXXXXXXXXXXXX SPICEJET /202361507648/372461/BANGALORE,Travel
User20,ME DC SI/APOLLO PHARMACY /202309582063/307164/BANGALORE,Medical
User10,ME DC SI/TACO BELL /202357995371/302261/BANGALORE,Food
User5,MPS XXXXXXXXXXX GAANA /202350758316/175113/BANGALORE,Subscription
User6,POS/MANOJ SWEETS /202355025474/294147/BANGALORE,Food
User16,POS/AIR INDIA /202378946187/823072/BANGALORE,Travel
User13,ME DC SI XXXXXXXXXXXX BOOKING.COM /202310184323/581040/BANGALORE,Travel
User18,ME DC SI XXXXXXXXXXXXXXX IRCTC /202351553427/434508/BANGALORE,Travel
User17,BIL/DOMINOS PIZZA /202325431633/249456/BANGALORE,Food
User19,ME DC SI/ALT BALAJI /202302543347/720435/BANGALORE,Subscription
User20,POS/AMAZON /202340085259/274261/BANGALORE,Shopping
User7,ME DC SI/SPOTIFY /202311819892/236029/BANGALORE,Subscription
User8,POS/FABINDIA /202343086914/861504/BANGALORE,Shopping
User14,MPS/SARAVANA BHAVAN /202364354267/322343/BANGALORE,Food
User18,POS XXXXXXXXXXXX SONY LIV /202301239835/434574/BANGALORE,Subscription
User9,POS/ALT BALAJI /202348368528/779892/BANGALORE,Subscription
User4,MPS/GOIBIBO /202350618929/622708/BANGALORE,Travel
User6,POS/PARADISE BIRYANI /202348164014/472891/BANGALORE,Food
User5,BIL XXXXXXXXXXXX TINDER /202354547075/985703/BANGALORE,Subscription
User14,MPS/DOMINOS PIZZA /202308107918/622253/BANGALORE,Food
User19,BIL XXXXXXXXXXXXXX TANISHQ /202313543385/924431/BANGALORE,Shopping
User6,POS XXXXXXXXXXXXXX TACO BELL /202373990897/254160/BANGALORE,Food
User10,BIL/SONY LIV /202367852814/173218/BANGALORE,Subscription
User18,BIL XXXXXXXXXXXX BARBEQUE NATION /202395265650/563986/BANGALORE,Food
User20,ME DC SI/RAVI MEDICINE /202365504332/555513/BANGALORE,Medical
User18,BIL/1MG /202353459336/636161/BANGALORE,Medical
User1,ME DC SI/BIG BAZAAR /202337856286/619590/BANGALORE,Shopping
User9,ME DC SI XXXXXXXXXXXXXX RAVI MEDICINE /202327538202/122801/BANGALORE,Medical
User12,MPS XXXXXXXXXXX SONY LIV /202301759985/936170/BANGALORE,Subscription
User7,POS XXXXXXXXXXXXXX KANTI SWEETS /202372884992/199753/BANGALORE,Food
User14,MPS XXXXXXXXXXX FORTIS /202333360849/504154/BANGALORE,Medical
User17,ME DC SI XXXXXXXXXXX BURGER KING /202387226672/250934/BANGALORE,Food
User17,MPS/GOIBIBO /202310102272/775747/BANGALORE,Travel
User10,POS/SPOTIFY /202359443521/934446/BANGALORE,Subscription
User1,POS XXXXXXXXXXXX SONY LIV /202393323630/291464/BANGALORE,Subscription
User2,POS XXXXXXXXXXXXXXX SARAVANA BHAVAN /202321292055/280982/BANGALORE,Food
User19,ME DC SI/MCDONALDS /202304805180/483864/BANGALORE,Food
User20,BIL XXXXXXXXXX MANOJ SWEETS /202342698616/207570/BANGALORE,Food
User5,POS XXXXXXXXXXXX FLIPKART /202304878499/603893/BANGALORE,Shopping
User2,POS XXXXXXXXXXX AIIMS /202371296260/957740/BANGALORE,Medical
User12,MPS XXXXXXXXXXXXXXX SHOPPERS STOP /202314739669/661003/BANGALORE,Shopping
User3,BIL XXXXXXXXXX ZEE5 /202374218122/201119/BANGALORE,Subscription
User4,BIL/AIR INDIA /202380514502/500169/BANGALORE,Travel
User14,BIL/AIR INDIA /202360361613/843230/BANGALORE,Travel
User16,MPS XXXXXXXXXXXXXX BIG BAZAAR /202392877672/374725/BANGALORE,Shopping
User17,POS XXXXXXXXXXXX YATRA /202310430441/378201/BANGALORE,Travel
User12,ME DC SI/PRIME VIDEO /202387999945/704392/BANGALORE,Subscription
User17,ME DC SI XXXXXXXXXXX MAKEMYTRIP /202398058354/470112/BANGALORE,Travel
User17,POS XXXXXXXXXXXX BIG BAZAAR /202368586758/418562/BANGALORE,Shopping
User17,MPS/APOLLO PHARMACY /202386191494/508775/BANGALORE,Medical
User5,POS XXXXXXXXXXX OYO ROOMS /202380329810/310063/BANGALORE,Travel
User10,POS/NARAYANA HEALTH /202356508415/658326/BANGALORE,Medical
User8,ME DC SI/DECATHLON /202325465553/554737/BANGALORE,Shopping
User13,BIL/DISNEY+ HOTSTAR /202300754595/323724/BANGALORE,Subscription
User13,MPS/YATRA /202384272938/547528/BANGALORE,Travel
User15,MPS XXXXXXXXXXXXXXX MEDANTA /202357910127/985087/BANGALORE,Medical
User19,MPS XXXXXXXXXXX PARADISE BIRYANI /202313060072/528399/BANGALORE,Food
User20,ME DC SI/ZEE5 /202302242370/168892/BANGALORE,Subscription
User17,ME DC SI XXXXXXXXXXXXX YATRA /202395169592/949768/BANGALORE,Travel
User9,MPS XXXXXXXXXXXXXXX SPOTIFY /202352451516/231521/BANGALORE,Subscription
User5,POS XXXXXXXXXXXXXX TRIVAGO /202386169477/963803/BANGALORE,Travel
User18,POS XXXXXXXXXXXXXXX SHOPPERS STOP /202389941689/957842/BANGALORE,Shopping
User18,ME DC SI XXXXXXXXXXXXX SPOTIFY /202367359921/127729/BANGALORE,Subscription
User15,ME DC SI XXXXXXXXXX GOIBIBO /202382476774/671625/BANGALORE,Travel
User7,ME DC SI XXXXXXXXXXX BURGER KING /202333115734/336597/BANGALORE,Food
User20,MPS XXXXXXXXXXXXXX VODAFONE RED /202377533824/214214/BANGALORE,Subscription
User18,BIL XXXXXXXXXXXX TANISHQ /202329160416/299266/BANGALORE,Shopping
User10,BIL/COLUMBIA ASIA /202355599561/344697/BANGALORE,Medical
User16,POS/SPOTIFY /202371240968/805133/BANGALORE,Subscription
User1,POS XXXXXXXXXXXXX GOIBIBO /202331350026/689670/BANGALORE,Travel
User13,BIL/HOTSTAR /202317592945/783169/BANGALORE,Subscription
User15,BIL/BIG BAZAAR /202306696943/992676/BANGALORE,Shopping
User7,POS/PANTALOONS /202329110655/657099/BANGALORE,Shopping
User11,MPS XXXXXXXXXXXXX DISNEY+ HOTSTAR /202387704255/283978/BANGALORE,Subscription
User1,BIL XXXXXXXXXX NETMEDS /202377398709/771216/BANGALORE,Medical
User11,POS XXXXXXXXXXXXXXX GAANA /202318893210/740188/BANGALORE,Subscription
User20,BIL XXXXXXXXXXX 1MG /202393227923/270915/BANGALORE,Medical
User9,POS XXXXXXXXXXXXXXX KARIM’S /202389367472/175745/BANGALORE,Food
User19,MPS XXXXXXXXXXXXXX HOTSTAR /202324125784/351273/BANGALORE,Subscription
User17,MPS/MANOJ SWEETS /202332679802/444710/BANGALORE,Food
User4,BIL/RAVI MEDICINE /202311358872/540008/BANGALORE,Medical
User12,BIL XXXXXXXXXXXXX MCDONALDS /202365208841/666671/BANGALORE,Food
User16,BIL XXXXXXXXXXX APOLLO PHARMACY /202363211286/116056/BANGALORE,Medical
User5,BIL/BIG BAZAAR /202339473142/769210/BANGALORE,Shopping
User14,POS XXXXXXXXXXXXX HOTSTAR /202304522001/334761/BANGALORE,Subscription
User16,BIL/AIIMS /202370517595/785371/BANGALORE,Medical
User2,BIL/TANISHQ /202359603707/871578/BANGALORE,Shopping
User6,BIL/ARUN MEDICAL /202301074014/692487/BANGALORE,Medical
User18,ME DC SI/AMAZON /202398432647/284119/BANGALORE,Shopping
User17,BIL/ARUN MEDICAL /202335990859/634929/BANGALORE,Medical
User17,MPS/SARAVANA BHAVAN /202399805571/443389/BANGALORE,Food
User18,MPS XXXXXXXXXX OYO ROOMS /202363872033/376191/BANGALORE,Travel
User8,ME DC SI XXXXXXXXXXXXXX ESHA SWEETS /202331935247/596609/BANGALORE,Food
User5,POS/MAKEMYTRIP /202353643568/979105/BANGALORE,Travel
User6,ME DC SI XXXXXXXXXX KARIM’S /202319363794/857701/BANGALORE,Food
User5,MPS/MEDANTA /202348320547/663549/BANGALORE,Medical
User11,POS XXXXXXXXXXXXX DECATHLON /202382150122/532599/BANGALORE,Shopping
User10,BIL XXXXXXXXXX APOLLO PHARMACY /202391468819/545054/BANGALORE,Medical
User19,MPS/PRIME VIDEO /202308234907/403210/BANGALORE,Subscription
User18,MPS XXXXXXXXXXX VODAFONE RED /202360902317/203337/BANGALORE,Subscription
User9,BIL/PRIME VIDEO /202367203481/487951/BANGALORE,Subscription
User3,MPS XXXXXXXXXXXXXXX MEDPLUS /202324420817/603900/BANGALORE,Medical
User13,BIL XXXXXXXXXXXX MEDPLUS /202390409752/102852/BANGALORE,Medical
User18,MPS XXXXXXXXXXXXX PANTALOONS /202345603030/903908/BANGALORE,Shopping
User15,POS/SPOTIFY /202321773278/972481/BANGALORE,Subscription
User14,ME DC SI/DISNEY+ HOTSTAR /202305402605/294915/BANGALORE,Subscription
User10,ME DC SI XXXXXXXXXX KANTI SWEETS /202348458603/420504/BANGALORE,Food
User13,ME DC SI/SONY LIV /202387667821/704181/BANGALORE,Subscription
User10,MPS XXXXXXXXXXXX YATRA /202397628487/164058/BANGALORE,Travel
User12,POS/BARBEQUE NATION /202317155418/210612/BANGALORE,Food
User17,POS/TRIVAGO /202342545005/599973/BANGALORE,Travel
User19,BIL XXXXXXXXXXXXX MANOJ SWEETS /202329217392/739591/BANGALORE,Food
User9,MPS/GOIBIBO /202331952751/195884/BANGALORE,Travel
User19,POS XXXXXXXXXXXXXXX TRUFFLES /202335599474/554856/BANGALORE,Food
User10,MPS XXXXXXXXXX KARIM’S /202366889280/642395/BANGALORE,Food
User13,MPS XXXXXXXXXXXXX SARAVANA BHAVAN /202324602954/170456/BANGALORE,Food
User14,MPS XXXXXXXXXXXXX OYO ROOMS /202395547215/763621/BANGALORE,Travel
User18,MPS/FORTIS /202315265009/898422/BANGALORE,Medical
User2,BIL/MANIS DUM BIRYANI /202368795278/264744/BANGALORE,Food
User9,POS XXXXXXXXXXXX MAKEMYTRIP /202319463377/974657/BANGALORE,Travel
User9,POS/FABINDIA /202366717825/548263/BANGALORE,Shopping
User14,POS XXXXXXXXXXXXXX VODAFONE RED /202389496409/685227/BANGALORE,Subscription
User16,POS/BURGER KING /202370229999/460919/BANGALORE,Food
User13,MPS XXXXXXXXXXXXXXX AIR INDIA /202343690388/615243/BANGALORE,Travel
User3,BIL/SHOPPERS STOP /202305512435/936715/BANGALORE,Shopping
User4,BIL XXXXXXXXXXXXX FABINDIA /202353699738/533739/BANGALORE,Shopping
User9,ME DC SI XXXXXXXXXXXXXX AIIMS /202398755820/498173/BANGALORE,Medical
User14,MPS/APOLLO PHARMACY /202359466596/783448/BANGALORE,Medical
User3,MPS XXXXXXXXXXXXX NETMEDS /202301338868/274055/BANGALORE,Medical
User17,POS XXXXXXXXXX RELIANCE DIGITAL /202350608697/583198/BANGALORE,Shopping
User14,BIL XXXXXXXXXX BIG BAZAAR /202317117545/723998/BANGALORE,Shopping
User16,BIL/NETMEDS /202366754325/138949/BANGALORE,Medical
User12,POS/SPICEJET /202344354905/109048/BANGALORE,Travel
User14,MPS/RAVI MEDICINE /202335751407/752478/BANGALORE,Medical
User1,MPS XXXXXXXXXXXXXX OYO ROOMS /202342676812/355392/BANGALORE,Travel
User11,ME DC SI/NARAYANA HEALTH /202329673076/987137/BANGALORE,Medical
User18,ME DC SI/KARIM’S /202313301512/192525/BANGALORE,Food
User16,MPS XXXXXXXXXXXX COLUMBIA ASIA /202305516033/937684/BANGALORE,Medical
User8,MPS/IRCTC /202302806698/998782/BANGALORE,Travel
User3,BIL XXXXXXXXXXXXX PRIME VIDEO /202382164389/852360/BANGALORE,Subscription
User2,ME DC SI XXXXXXXXXXX BUMBLE /202346719031/337094/BANGALORE,Subscription
User11,ME DC SI XXXXXXXXXXXXXXX BOOKING.COM /202308333864/309541/BANGALORE,Travel
User12,MPS XXXXXXXXXXXXX AIIMS /202344679909/864417/BANGALORE,Medical
User13,POS/MCDONALDS /202358248327/273479/BANGALORE,Food
User7,MPS/TRUFFLES /202399445610/412858/BANGALORE,Food
User5,ME DC SI XXXXXXXXXXXXXXX ARUN MEDICAL /202368528461/714682/BANGALORE,Medical
User8,POS XXXXXXXXXXXX NAGARJUNA BIRYANI /202392429333/881088/BANGALORE,Food
User1,BIL/TACO BELL /202319852205/855049/BANGALORE,Food
User18,ME DC SI XXXXXXXXXXXXXX COLUMBIA ASIA /202378981836/353495/BANGALORE,Medical
User2,BIL/TRUFFLES /202371295922/581712/BANGALORE,Food
User18,MPS XXXXXXXXXXXX IKEA /202302729100/374305/BANGALORE,Shopping
User5,ME DC SI/FORTIS /202331316203/583119/BANGALORE,Medical
User12,POS/DECATHLON /202384859430/148625/BANGALORE,Shopping
User3,ME DC SI/FABINDIA /202331765911/974589/BANGALORE,Shopping
User3,ME DC SI/BIG BAZAAR /202371754849/905996/BANGALORE,Shopping
User6,MPS XXXXXXXXXXXX HOTSTAR /202332208424/725970/BANGALORE,Subscription
User13,BIL/BUMBLE /202331773786/441976/BANGALORE,Subscription
User1,ME DC SI/KARIM’S /202337869689/685043/BANGALORE,Food
User13,MPS XXXXXXXXXXXXXX SPOTIFY /202322320696/882155/BANGALORE,Subscription
User11,ME DC SI/MEDPLUS /202396171445/156471/BANGALORE,Medical
User16,POS/IRCTC /202363426784/311083/BANGALORE,Travel
User6,MPS/SPICEJET /202386803014/549340/BANGALORE,Travel
User4,BIL/INDIGO /202337346797/477244/BANGALORE,Travel
User20,MPS XXXXXXXXXXXXXXX SHOPPERS STOP /202374323867/386592/BANGALORE,Shopping
User12,ME DC SI XXXXXXXXXXXXX MAKEMYTRIP /202364118149/204760/BANGALORE,Travel
User12,MPS/GOIBIBO /202323043771/733817/BANGALORE,Travel
User16,BIL/FABINDIA /202310334154/736607/BANGALORE,Shopping
User12,MPS/PANTALOONS /202311772907/363596/BANGALORE,Shopping
User7,POS/PRIME VIDEO /202395441561/552713/BANGALORE,Subscription
